vote_intention,consider_trump,not_trump,primary_party,education,state,race,gender,age_group
Yes,Yes,No,Republican,High school or less,MI,White,Female,30-49
Yes,No,Other,Democratic,High school or less,OH,White,Female,50-69
Yes,No,Other,Other,College degree,CA,Black,Female,50-69
Yes,Yes,Other,Republican,Some college,NE,White,Female,30-49
Yes,Yes,No,Republican,Some college,SC,Black,Male,70+
Yes,No,Other,Democratic,College degree,FL,White,Female,30-49
No,Other,Yes,Other,College degree,CO,White,Female,18-29
Yes,No,Other,Democratic,Some college,HI,White,Female,50-69
Other,No,Other,Other,Some college,CO,White,Male,30-49
Yes,No,Other,Democratic,Some college,IL,White,Female,70+
Yes,No,Other,Democratic,Postgrad,IN,White,Female,70+
Yes,Yes,No,Republican,Some college,IL,White,Female,50-69
Yes,No,Other,Democratic,Some college,AZ,White,Male,50-69
Yes,No,Other,Democratic,Postgrad,OH,White,Female,18-29
Yes,No,Other,Democratic,Some college,KS,White,Female,30-49
Yes,No,Other,Democratic,Some college,CA,Black,Female,30-49
No,Yes,No,Other,Some college,IN,White,Female,50-69
Yes,Yes,No,Republican,Some college,MD,White,Female,50-69
Yes,Yes,No,Other,Some college,PA,White,Female,50-69
Other,No,Other,Other,Some college,TX,White,Female,30-49
Yes,Yes,No,Republican,Postgrad,CA,White,Male,70+
Yes,No,Other,Other,High school or less,MI,White,Female,18-29
Other,Other,Yes,Democratic,High school or less,MA,White,Male,30-49
Yes,No,Other,Other,College degree,OK,White,Female,50-69
Yes,No,Other,Democratic,College degree,NV,White,Female,50-69
Yes,Yes,Yes,Other,Postgrad,HI,Asian,Female,30-49
Other,Yes,Yes,Other,Some college,MI,White,Male,30-49
No,No,Other,Other,High school or less,MI,White,Female,30-49
Yes,No,Other,Other,College degree,FL,Asian,Male,30-49
Yes,No,Other,Democratic,Some college,AL,Black,Female,18-29
Yes,Other,Other,Other,Some college,TX,White,Female,50-69
Yes,Yes,No,Republican,Postgrad,CA,White,Male,30-49
Yes,No,Other,Other,Some college,PA,White,Female,50-69
Yes,Other,Yes,Other,College degree,NY,White,Female,50-69
Yes,No,Other,Democratic,Some college,CA,White,Female,30-49
Yes,Yes,No,Republican,College degree,FL,White,Male,50-69
Yes,No,Other,Other,Postgrad,NY,White,Female,30-49
Other,Other,Yes,Democratic,Some college,CA,White,Male,30-49
Yes,No,Other,Republican,Some college,AZ,White,Female,50-69
Yes,No,Other,Other,Postgrad,MA,White,Female,50-69
Yes,Yes,No,Republican,College degree,FL,White,Female,30-49
Yes,No,Other,Democratic,Postgrad,MD,White,Female,50-69
Yes,Yes,No,Republican,College degree,DE,White,Male,70+
No,No,Other,Other,High school or less,AR,White,Female,30-49
Yes,Other,Yes,Republican,Some college,CA,White,Female,18-29
Yes,Yes,No,Republican,Some college,NY,White,Male,70+
Yes,Yes,No,Republican,High school or less,SC,White,Male,30-49
Yes,Other,Other,Other,Some college,NJ,Black,Female,50-69
Yes,No,Other,Other,Postgrad,VA,White,Male,50-69
Yes,No,Other,Democratic,High school or less,HI,White,Female,30-49
Yes,No,Other,Democratic,Some college,CA,White,Female,50-69
Yes,No,Other,Democratic,College degree,NJ,White,Female,50-69
Yes,Yes,Other,Other,College degree,PA,Other,Female,18-29
No,No,Other,Other,Some college,OH,White,Female,30-49
Yes,No,Other,Democratic,Some college,MI,White,Female,50-69
Yes,Other,Yes,Other,College degree,WI,White,Female,50-69
Yes,Yes,No,Republican,Some college,IN,White,Male,30-49
Yes,No,Other,Democratic,College degree,TX,White,Male,50-69
Yes,Yes,No,Republican,College degree,SC,White,Male,30-49
Yes,Yes,No,Republican,Some college,OH,White,Female,50-69
Yes,No,Other,Republican,College degree,TX,White,Female,30-49
Yes,Yes,Yes,Republican,Some college,LA,White,Male,30-49
Other,No,Other,Other,College degree,KY,White,Female,30-49
Yes,Yes,No,Republican,Some college,NC,White,Female,50-69
Yes,Yes,Yes,Republican,College degree,GA,Black,Female,30-49
Yes,Yes,No,Republican,Some college,IL,White,Male,50-69
Other,No,Other,Other,Some college,NE,White,Male,50-69
Yes,Yes,No,Republican,College degree,NY,White,Female,50-69
Yes,Yes,Yes,Republican,Some college,ME,White,Female,30-49
Other,No,Other,Other,College degree,NJ,Asian,Female,30-49
Yes,Yes,No,Republican,Postgrad,TN,White,Male,30-49
Yes,No,Other,Democratic,High school or less,OH,Black,Female,30-49
Yes,Yes,No,Republican,College degree,NC,White,Female,30-49
Other,Other,Yes,Other,Some college,TX,White,Female,70+
Yes,No,Other,Democratic,College degree,IL,White,Female,30-49
Yes,No,Other,Democratic,College degree,MI,Black,Female,30-49
Other,No,Other,Other,College degree,KS,White,Female,30-49
Yes,Yes,Yes,Republican,College degree,LA,White,Female,30-49
Yes,Yes,No,Republican,College degree,MD,White,Male,50-69
Yes,Yes,No,Republican,Some college,NC,White,Female,30-49
Yes,Yes,No,Republican,Some college,AL,White,Female,50-69
Yes,No,Other,Democratic,Some college,KY,White,Female,30-49
Yes,No,Other,Democratic,Some college,WV,White,Male,50-69
Yes,No,Other,Other,Postgrad,CA,White,Female,70+
Yes,No,Other,Democratic,College degree,FL,Black,Female,18-29
Yes,Yes,Other,Republican,College degree,NJ,White,Female,50-69
Yes,No,Other,Democratic,College degree,IL,White,Female,50-69
No,No,Other,Democratic,High school or less,MS,Black,Female,18-29
Yes,No,Other,Democratic,Some college,OH,White,Female,30-49
Yes,Yes,No,Republican,College degree,FL,White,Female,50-69
Other,Other,Yes,Other,High school or less,OH,White,Male,18-29
Yes,Yes,No,Republican,Some college,WV,White,Female,30-49
Yes,No,Other,Other,High school or less,WY,White,Female,18-29
Yes,Yes,Other,Other,College degree,WI,White,Female,50-69
Yes,Yes,No,Other,Some college,VA,White,Female,30-49
Yes,No,Other,Republican,Some college,VA,Black,Male,30-49
Yes,Yes,Other,Other,College degree,KS,White,Female,18-29
Yes,No,Other,Democratic,Some college,MA,White,Female,30-49
Yes,Yes,Yes,Republican,Some college,OH,White,Female,30-49
Yes,No,Other,Democratic,Postgrad,MD,White,Female,30-49
Yes,No,Other,Democratic,College degree,PA,White,Female,30-49
Other,No,Other,Democratic,Some college,NY,Black,Female,30-49
Yes,Yes,Other,Other,Some college,CA,White,Female,30-49
Yes,Other,Yes,Other,High school or less,WI,White,Male,18-29
Yes,Yes,No,Republican,Some college,OR,White,Male,30-49
Yes,No,Other,Democratic,College degree,RI,White,Female,30-49
Yes,Yes,No,Republican,Some college,SC,White,Female,70+
Other,No,Other,Other,Some college,SC,Black,Female,30-49
Yes,No,Other,Democratic,High school or less,AR,Black,Female,30-49
Yes,No,Other,Republican,Postgrad,NC,White,Female,30-49
Yes,Other,Yes,Republican,Some college,OH,White,Female,30-49
Yes,Other,Yes,Republican,College degree,AR,White,Female,18-29
Yes,No,Other,Democratic,Some college,OH,Black,Female,18-29
Yes,No,Other,Democratic,College degree,OH,White,Female,30-49
No,No,Other,Other,Some college,OH,White,Female,30-49
Yes,No,Other,Democratic,Some college,MI,Black,Female,30-49
Yes,No,Other,Democratic,Postgrad,NY,White,Male,30-49
Yes,Yes,Other,Other,College degree,CO,White,Female,30-49
Yes,No,Other,Democratic,High school or less,MD,Black,Female,50-69
Yes,No,Other,Democratic,College degree,KS,Black,Female,50-69
Yes,Yes,No,Republican,College degree,PA,White,Female,30-49
Yes,No,Other,Democratic,College degree,MD,Black,Female,18-29
Yes,Yes,No,Republican,High school or less,AZ,White,Female,50-69
Yes,No,Other,Democratic,College degree,TN,Black,Female,18-29
Yes,Yes,No,Republican,Some college,PA,White,Female,50-69
Yes,No,Other,Other,High school or less,MS,Black,Female,30-49
Yes,Yes,No,Republican,High school or less,OH,White,Male,30-49
Yes,Yes,No,Republican,College degree,WI,White,Male,50-69
Yes,Other,Other,Other,High school or less,RI,White,Female,50-69
No,No,Other,Other,Some college,VA,Other,Female,30-49
Other,No,Other,Other,Some college,NY,Black,Female,30-49
No,No,Other,Other,Some college,AL,Black,Female,30-49
Yes,No,Other,Other,Postgrad,MN,White,Female,30-49
Other,No,Other,Other,High school or less,AL,Black,Female,30-49
Yes,Yes,Yes,Republican,College degree,SC,White,Female,30-49
Yes,No,Other,Democratic,High school or less,MS,Black,Female,30-49
Yes,No,Other,Democratic,Postgrad,SC,White,Female,50-69
Yes,No,Other,Democratic,College degree,GA,Black,Female,30-49
Yes,No,Other,Democratic,Some college,NC,Black,Female,18-29
Yes,No,Other,Democratic,College degree,DE,Black,Female,30-49
No,No,Other,Other,Some college,IL,White,Female,30-49
Yes,Yes,No,Republican,Some college,NC,White,Female,30-49
No,Yes,No,Other,Some college,NY,White,Female,30-49
Yes,Yes,No,Republican,Some college,CA,White,Male,70+
No,Other,Yes,Other,High school or less,FL,White,Male,18-29
Yes,No,Other,Democratic,College degree,NY,White,Male,50-69
Other,Yes,Other,Other,High school or less,FL,White,Female,50-69
Yes,No,Other,Other,Postgrad,LA,White,Female,50-69
Yes,Yes,No,Republican,Some college,TX,White,Female,30-49
Yes,Yes,No,Republican,Some college,NJ,White,Male,50-69
Yes,No,Other,Democratic,High school or less,PA,Black,Male,30-49
Yes,No,Other,Democratic,Some college,IL,Black,Female,30-49
Yes,No,Other,Democratic,Some college,DC,Black,Female,30-49
No,No,Other,Other,College degree,PA,White,Female,30-49
Yes,Yes,Yes,Republican,College degree,GA,White,Female,30-49
Yes,No,Other,Democratic,College degree,PA,Black,Female,30-49
No,Other,Other,Other,College degree,GA,White,Female,50-69
Yes,No,Other,Democratic,College degree,NJ,White,Female,50-69
Yes,No,Other,Other,Some college,TN,White,Female,30-49
Yes,No,Other,Other,Some college,IL,White,Female,30-49
Yes,Yes,Yes,Republican,Some college,PA,White,Female,70+
Yes,No,Other,Democratic,Some college,NE,White,Male,30-49
Yes,No,Other,Democratic,Some college,MA,Black,Female,30-49
Yes,Yes,No,Republican,High school or less,WV,White,Female,50-69
Yes,No,Other,Other,College degree,UT,White,Female,30-49
Yes,No,Other,Democratic,Postgrad,OH,White,Female,30-49
Yes,No,Other,Democratic,Some college,FL,White,Female,50-69
Yes,No,Other,Other,High school or less,IL,Other,Female,18-29
Yes,No,Other,Democratic,Some college,CA,Black,Female,18-29
Yes,Yes,No,Other,Some college,FL,White,Male,50-69
Yes,No,Other,Democratic,Some college,FL,White,Male,50-69
Yes,No,Other,Democratic,High school or less,MS,Black,Female,30-49
Yes,No,Other,Democratic,High school or less,VA,Black,Female,30-49
Yes,No,Other,Republican,High school or less,OH,Black,Female,18-29
Other,Yes,No,Republican,Some college,IN,White,Female,30-49
Yes,No,Other,Democratic,High school or less,NY,Black,Female,18-29
Yes,Yes,No,Republican,Some college,GA,White,Male,50-69
Yes,Yes,Yes,Republican,Some college,IN,White,Male,50-69
Yes,Yes,Yes,Other,College degree,AZ,White,Male,18-29
Yes,Yes,Other,Democratic,High school or less,MD,White,Male,18-29
No,No,Other,Republican,High school or less,OR,White,Male,30-49
Yes,No,Other,Other,High school or less,SC,White,Male,18-29
No,Other,No,Other,Some college,FL,American Indian,Male,70+
Other,Other,Other,Other,College degree,NC,American Indian,Female,30-49
No,No,Other,Other,High school or less,GA,Black,Female,30-49
Yes,No,Other,Democratic,High school or less,IL,Black,Female,30-49
Yes,No,Other,Democratic,College degree,GA,Asian,Female,30-49
Yes,No,Other,Democratic,Some college,NY,Black,Male,30-49
Other,No,Other,Other,High school or less,UT,White,Male,30-49
Yes,No,Other,Democratic,Some college,OH,White,Male,30-49
Yes,No,Other,Democratic,Some college,NY,Black,Female,18-29
Other,Yes,Yes,Other,High school or less,TX,White,Male,18-29
No,No,Other,Democratic,High school or less,TX,Black,Female,30-49
Yes,Yes,Yes,Other,High school or less,CA,White,Male,18-29
Yes,Yes,Yes,Republican,High school or less,MS,Black,Female,30-49
Yes,No,Other,Democratic,Postgrad,UT,Other,Female,70+
Yes,No,Other,Democratic,Some college,NC,White,Male,70+
Yes,No,Other,Democratic,High school or less,TX,Black,Female,30-49
Yes,No,Other,Democratic,High school or less,VA,Black,Female,18-29
Yes,Yes,No,Republican,Some college,TX,White,Female,70+
Yes,No,Other,Other,College degree,CA,Asian,Male,30-49
Yes,Yes,No,Other,Some college,NC,White,Female,70+
Yes,Other,Other,Other,Some college,ID,White,Male,18-29
Yes,No,Other,Democratic,Postgrad,FL,Other,Male,30-49
Yes,Other,Other,Democratic,College degree,HI,Other,Male,50-69
Yes,No,Other,Other,College degree,PA,Black,Female,18-29
Yes,Other,Yes,Other,Some college,MN,White,Male,50-69
Yes,No,Other,Democratic,High school or less,MS,Black,Male,30-49
Yes,No,Other,Democratic,Some college,MO,White,Female,50-69
Yes,No,Other,Democratic,High school or less,PA,White,Female,70+
Yes,No,Other,Other,Some college,MI,Black,Female,18-29
Yes,Other,Yes,Republican,Postgrad,FL,White,Female,18-29
Yes,No,Other,Democratic,College degree,NY,Other,Male,30-49
Yes,No,Other,Democratic,Some college,VA,Black,Female,18-29
Yes,No,Other,Democratic,Some college,MO,Black,Female,18-29
Yes,Yes,Yes,Republican,High school or less,KY,Other,Male,50-69
Yes,No,Other,Democratic,College degree,GA,Black,Female,18-29
Yes,No,Other,Democratic,College degree,IL,Black,Female,30-49
Yes,Other,Other,Democratic,Some college,FL,Black,Female,30-49
Yes,Yes,No,Republican,Postgrad,IL,White,Male,50-69
Yes,No,Other,Democratic,Some college,NC,White,Male,18-29
No,No,Other,Other,High school or less,PA,White,Female,70+
Other,No,Other,Democratic,Postgrad,MD,Black,Female,30-49
Yes,No,Other,Other,Some college,FL,Black,Female,18-29
Yes,Yes,No,Republican,College degree,NV,White,Male,50-69
Yes,No,Other,Other,High school or less,IL,Black,Female,18-29
Yes,Yes,Other,Other,Postgrad,DE,White,Male,30-49
Yes,No,Other,Democratic,Some college,MD,Black,Female,18-29
Yes,Yes,Yes,Democratic,Some college,NC,Black,Female,30-49
Yes,No,Other,Democratic,Some college,OH,Black,Female,50-69
Yes,Yes,No,Other,College degree,WA,White,Male,70+
Yes,Yes,No,Republican,High school or less,AL,White,Male,30-49
Yes,No,Other,Democratic,Some college,MI,Black,Female,30-49
Yes,No,Other,Democratic,High school or less,MD,Black,Female,50-69
Yes,Yes,No,Other,Some college,NY,White,Female,50-69
Yes,No,Other,Democratic,Postgrad,NH,White,Female,70+
Yes,No,Other,Democratic,Some college,CA,Black,Female,30-49
Yes,No,Other,Democratic,Some college,NC,Black,Female,50-69
Yes,No,Other,Democratic,College degree,MI,White,Female,70+
Yes,No,Other,Republican,College degree,NJ,White,Male,50-69
Yes,Yes,No,Republican,Some college,CA,White,Female,30-49
Other,Other,Other,Other,Some college,CA,White,Female,30-49
Yes,Yes,Yes,Other,Some college,IL,White,Male,50-69
Yes,No,Other,Democratic,High school or less,TX,Black,Female,30-49
Other,No,Other,Other,High school or less,FL,White,Male,30-49
Yes,Yes,No,Democratic,College degree,UT,White,Male,30-49
Yes,No,Other,Other,College degree,MN,White,Female,70+
Yes,Yes,No,Other,College degree,NE,White,Male,30-49
Yes,No,Other,Democratic,Some college,NY,White,Male,18-29
Yes,No,Other,Democratic,Postgrad,PA,White,Male,30-49
Yes,No,Other,Democratic,High school or less,NY,Black,Male,18-29
Yes,Yes,No,Republican,College degree,MN,White,Male,50-69
Yes,Yes,No,Democratic,College degree,OH,White,Male,50-69
Other,No,Other,Other,Some college,FL,Black,Male,30-49
Yes,Yes,Yes,Republican,College degree,NC,White,Male,18-29
Yes,No,Other,Other,High school or less,MN,White,Female,30-49
Yes,No,Other,Other,Some college,CA,White,Male,30-49
No,No,Other,Other,Some college,AZ,Asian,Female,50-69
Yes,Yes,Yes,Republican,Some college,AL,White,Female,18-29
Yes,No,Other,Democratic,College degree,VA,Black,Female,30-49
No,Other,Other,Other,High school or less,IN,White,Female,18-29
Yes,Yes,Yes,Republican,Postgrad,CO,White,Male,50-69
Other,Other,Yes,Other,High school or less,OH,White,Male,30-49
Yes,No,Other,Democratic,College degree,IL,White,Female,30-49
Yes,No,Other,Democratic,Some college,TN,White,Male,50-69
Other,Yes,Other,Republican,Some college,OK,White,Male,50-69
Yes,Yes,Yes,Democratic,High school or less,TN,White,Female,30-49
Yes,No,Other,Democratic,Some college,VA,Black,Female,30-49
Yes,No,Other,Democratic,College degree,WA,Asian,Female,30-49
Yes,No,Other,Democratic,Some college,GA,Black,Female,30-49
Yes,Yes,No,Republican,High school or less,CO,White,Male,18-29
Yes,Yes,No,Republican,Some college,WI,White,Female,30-49
Yes,No,Other,Democratic,Some college,AL,Black,Female,18-29
Yes,No,Other,Democratic,College degree,NY,Black,Female,30-49
Yes,No,Other,Democratic,High school or less,AZ,White,Male,18-29
Yes,Yes,Yes,Other,Some college,DE,White,Female,30-49
No,No,Other,Other,Some college,CA,White,Male,30-49
Yes,No,Other,Democratic,College degree,KY,Black,Male,50-69
Yes,No,Other,Democratic,College degree,WA,White,Female,18-29
Other,No,Other,Other,College degree,CT,Asian,Female,30-49
Other,Yes,Other,Other,College degree,CA,White,Female,30-49
Yes,No,Other,Democratic,High school or less,NV,Black,Male,18-29
Yes,Yes,No,Republican,Postgrad,MD,White,Male,30-49
Yes,Yes,No,Other,College degree,DE,White,Male,50-69
Yes,No,Other,Democratic,College degree,SC,Black,Male,30-49
Yes,Yes,No,Republican,Some college,FL,White,Female,30-49
Yes,Yes,No,Republican,Some college,MO,White,Male,18-29
Yes,No,Other,Democratic,Some college,MA,Black,Female,18-29
Yes,No,Other,Democratic,Some college,AL,Black,Female,18-29
Yes,Yes,No,Republican,College degree,IL,White,Male,50-69
No,No,Other,Democratic,High school or less,CA,Black,Female,18-29
No,Other,Other,Other,Some college,CA,Asian,Female,18-29
Other,No,Other,Other,College degree,AZ,Black,Female,18-29
Yes,No,Other,Democratic,Some college,MS,Black,Female,30-49
Yes,Other,Other,Democratic,High school or less,TX,White,Female,30-49
Yes,Other,Yes,Other,High school or less,TX,Black,Male,18-29
Yes,Yes,Yes,Democratic,College degree,ME,White,Female,30-49
Yes,Other,Yes,Democratic,Postgrad,IL,White,Female,30-49
Yes,No,Other,Other,College degree,PA,White,Female,18-29
Yes,Yes,No,Republican,College degree,FL,White,Male,50-69
Yes,No,Other,Democratic,Postgrad,VA,White,Female,30-49
Yes,No,Other,Democratic,Some college,WA,White,Female,30-49
Yes,No,Other,Democratic,Postgrad,IL,White,Female,18-29
Yes,No,Other,Democratic,Some college,FL,White,Male,30-49
Yes,Yes,No,Republican,College degree,TN,White,Male,30-49
Yes,Yes,Yes,Other,Postgrad,MA,White,Female,30-49
Yes,No,Other,Democratic,High school or less,FL,White,Male,50-69
Yes,No,Other,Democratic,Some college,CA,White,Female,70+
Yes,No,Other,Democratic,Some college,NY,Black,Female,18-29
Yes,No,Other,Democratic,Some college,MN,White,Female,30-49
Yes,No,Other,Other,Postgrad,SC,White,Female,30-49
